VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
2320, 1304, -0.60001,  3.94251,  16.80319, 513, 2, 0, 0,  0.17957,  0.28931,  0.93457,  0.50781
2321, 1305, -0.60001,  3.79017,  16.78702, 513, 2, 0, 0,  0.17419,  0.29102,  0.93359,  0.50781
2322, 1306, -0.60001,  3.94251,  16.90473, 513, 2, 0, 0,  0.18164,  0.29224,  0.93457,  0.50684
2323, 1304, -0.60001,  3.94251,  16.80319, 513, 2, 0, 0,  0.17957,  0.28931,  0.93457,  0.50781
2324, 1303, -0.60001,  3.79017,  16.8555, 513, 2, 0, 0,  0.17627,  0.29395,  0.93359,  0.50732
2325, 1307, -0.60001,  3.94251,  16.95557, 513, 2, 0, 0,  0.18262,  0.2937,  0.93457,  0.50684
2326, 1306, -0.60001,  3.94251,  16.90473, 513, 2, 0, 0,  0.18164,  0.29224,  0.93457,  0.50684
2327, 1303, -0.60001,  3.79017,  16.8555, 513, 2, 0, 0,  0.17627,  0.29395,  0.93359,  0.50732
2328, 1308, -5.29324,  3.94251,  16.90482, 511, 1022, 0, 0,  0.18164,  0.28662,  0.94678,  0.50684
2329, 1309, -5.29324,  3.94251,  16.95562, 511, 1022, 0, 0,  0.18262,  0.28491,  0.94678,  0.50684
2330, 1310, -5.29324,  3.79017,  16.8555, 511, 1022, 0, 0,  0.17627,  0.28516,  0.94775,  0.50732
2331, 1310, -5.29324,  3.79017,  16.8555, 511, 1022, 0, 0,  0.17627,  0.28516,  0.94775,  0.50732
2332, 1311, -5.29324,  3.94251,  16.80323, 511, 1022, 0, 0,  0.17981,  0.28955,  0.94678,  0.50781
2333, 1308, -5.29324,  3.94251,  16.90482, 511, 1022, 0, 0,  0.18164,  0.28662,  0.94678,  0.50684
2334, 1310, -5.29324,  3.79017,  16.8555, 511, 1022, 0, 0,  0.17627,  0.28516,  0.94775,  0.50732
2335, 1312, -5.29324,  3.79017,  16.78702, 511, 1022, 0, 0,  0.17432,  0.28809,  0.94775,  0.50781
2336, 1311, -5.29324,  3.94251,  16.80323, 511, 1022, 0, 0,  0.17981,  0.28955,  0.94678,  0.50781
2337, 1313, -0.09629,  3.79017,  8.42776, 506, 950, 0, 0,  0.16382,  0.31519,  0.80518,  0.47095
2338, 1314, -0.05116,  3.94256,  8.42776, 506, 950, 0, 0,  0.16382,  0.30322,  0.80518,  0.47217
2339, 1315, -0.05116,  3.94256,  11.36998, 506, 950, 0, 0,  0.01636,  0.30298,  0.7832,  0.47217
2340, 1313, -0.09629,  3.79017,  8.42776, 506, 950, 0, 0,  0.16382,  0.31519,  0.80518,  0.47095
2341, 1315, -0.05116,  3.94256,  11.36998, 506, 950, 0, 0,  0.01636,  0.30298,  0.7832,  0.47217
2342, 1316, -0.09629,  3.79017,  11.36998, 506, 950, 0, 0,  0.01636,  0.31519,  0.7832,  0.47095
2343, 1317,  0.05048,  3.94251,  11.36998, 2, 1022, 513, 0,  0.21375,  0.29321,  0.84961,  0.53369
2344, 1318,  0.10131,  3.94251,  11.36998, 2, 1022, 513, 0,  0.2124,  0.29199,  0.84961,  0.53418
2345, 1319, -0.00002,  3.79017,  11.36998, 2, 2, 513, 0,  0.21191,  0.29858,  0.84814,  0.53369
2346, 1319, -0.00002,  3.79017,  11.36998, 2, 2, 513, 0,  0.21191,  0.29858,  0.84814,  0.53369
2347, 1320, -0.05116,  3.94256,  11.36998, 2, 1022, 513, 0,  0.21667,  0.29541,  0.84961,  0.5332
2348, 1317,  0.05048,  3.94251,  11.36998, 2, 1022, 513, 0,  0.21375,  0.29321,  0.84961,  0.53369
2349, 1319, -0.00002,  3.79017,  11.36998, 2, 2, 513, 0,  0.21191,  0.29858,  0.84814,  0.53369
2350, 1321, -0.09629,  3.79017,  11.36998, 2, 2, 513, 0,  0.21484,  0.30078,  0.84814,  0.53271
2351, 1320, -0.05116,  3.94256,  11.36998, 2, 1022, 513, 0,  0.21667,  0.29541,  0.84961,  0.5332
2352, 1322, -5.94369,  3.94251,  16.90482, 2, 511, 0, 0,  0.23987,  0.31519,  0.81689,  0.64502
2353, 1323, -5.9439,  3.94251,  16.2555, 2, 511, 0, 0,  0.27246,  0.31519,  0.81689,  0.6499
2354, 1324, -5.99453,  3.94251,  16.2555, 2, 511, 0, 0,  0.27246,  0.31274,  0.81641,  0.6499
2355, 1322, -5.94369,  3.94251,  16.90482, 2, 511, 0, 0,  0.23987,  0.31519,  0.81689,  0.64502
2356, 1324, -5.99453,  3.94251,  16.2555, 2, 511, 0, 0,  0.27246,  0.31274,  0.81641,  0.6499
2357, 1325, -5.99453,  3.94251,  16.95562, 2, 511, 0, 0,  0.2373,  0.31274,  0.81641,  0.64453
2358, 1326,  0.05112,  3.94251,  16.90473, 1022, 511, 0, 0,  0.26758,  0.30444,  0.82129,  0.63623
2359, 1327, -0.60001,  3.94251,  16.90473, 2, 511, 0, 0,  0.23499,  0.30444,  0.81641,  0.63623
2360, 1328, -0.60001,  3.94251,  16.95557, 2, 511, 0, 0,  0.23499,  0.30713,  0.81641,  0.63574
2361, 1326,  0.05112,  3.94251,  16.90473, 1022, 511, 0, 0,  0.26758,  0.30444,  0.82129,  0.63623
2362, 1328, -0.60001,  3.94251,  16.95557, 2, 511, 0, 0,  0.23499,  0.30713,  0.81641,  0.63574
2363, 1329,  0.10183,  3.94251,  16.95557, 1022, 511, 0, 0,  0.27002,  0.30713,  0.82178,  0.63574
2364, 1330,  0.05048,  3.94251,  11.36998, 2, 511, 0, 0,  0.23218,  0.30396,  0.81787,  0.56689
2365, 1331,  0.05056,  3.94251,  12.28392, 2, 511, 0, 0,  0.18628,  0.30396,  0.82471,  0.56689
2366, 1332,  0.10131,  3.94251,  12.28392, 2, 511, 0, 0,  0.18628,  0.3064,  0.82471,  0.56738
2367, 1330,  0.05048,  3.94251,  11.36998, 2, 511, 0, 0,  0.23218,  0.30396,  0.81787,  0.56689
2368, 1332,  0.10131,  3.94251,  12.28392, 2, 511, 0, 0,  0.18628,  0.3064,  0.82471,  0.56738
2369, 1333,  0.10131,  3.94251,  11.36998, 2, 511, 0, 0,  0.23218,  0.3064,  0.81787,  0.56738
2370, 1334,  0.05104,  3.94251,  16.2555, 1022, 511, 0, 0,  0.21362,  0.31616,  0.82129,  0.64111
2371, 1335,  0.05112,  3.94251,  16.90473, 1022, 511, 0, 0,  0.24622,  0.31616,  0.82129,  0.63623
2372, 1336,  0.10183,  3.94251,  16.95557, 1022, 511, 0, 0,  0.24878,  0.31372,  0.82178,  0.63574
2373, 1334,  0.05104,  3.94251,  16.2555, 1022, 511, 0, 0,  0.21362,  0.31616,  0.82129,  0.64111
2374, 1336,  0.10183,  3.94251,  16.95557, 1022, 511, 0, 0,  0.24878,  0.31372,  0.82178,  0.63574
2375, 1337,  0.10183,  3.94251,  16.2555, 1022, 511, 0, 0,  0.21362,  0.31372,  0.82178,  0.64111
2376, 1338, -5.29324,  3.94251,  16.90482, 1022, 511, 0, 0,  0.17151,  0.30298,  0.82178,  0.64502
2377, 1339, -5.94369,  3.94251,  16.90482, 2, 511, 0, 0,  0.13892,  0.30298,  0.81689,  0.64502
2378, 1340, -5.99453,  3.94251,  16.95562, 2, 511, 0, 0,  0.13635,  0.30566,  0.81641,  0.64453
2379, 1338, -5.29324,  3.94251,  16.90482, 1022, 511, 0, 0,  0.17151,  0.30298,  0.82178,  0.64502
2380, 1340, -5.99453,  3.94251,  16.95562, 2, 511, 0, 0,  0.13635,  0.30566,  0.81641,  0.64453
2381, 1341, -5.29324,  3.94251,  16.95562, 1022, 511, 0, 0,  0.17151,  0.30566,  0.82178,  0.64453
2382, 1342,  0.15259,  4.49137,  16.2555, 2, 1022, 513, 0,  0.75098,  0.3313,  0.91016,  0.50781
2383, 1343,  0.05104,  3.94251,  16.2555, 2, 2, 513, 0,  0.75146,  0.30029,  0.90625,  0.50732
2384, 1344, -0.0506,  3.94251,  16.2555, 2, 2, 513, 0,  0.74561,  0.29932,  0.90625,  0.50635
2385, 1342,  0.15259,  4.49137,  16.2555, 2, 1022, 513, 0,  0.75098,  0.3313,  0.91016,  0.50781
2386, 1344, -0.0506,  3.94251,  16.2555, 2, 2, 513, 0,  0.74561,  0.29932,  0.90625,  0.50635
2387, 1345,  0.0513,  4.49137,  16.2555, 2, 1022, 513, 0,  0.74561,  0.33008,  0.91016,  0.50732
2388, 1346, -5.29324,  3.94251,  16.80323, 511, 1022, 0, 0,  0.77832,  0.30078,  0.94678,  0.50781
2389, 1347, -5.29324,  4.49137,  17.00615, 511, 2, 0, 0,  0.7832,  0.33252,  0.94238,  0.50635
2390, 1348, -5.29324,  3.94251,  16.90482, 511, 1022, 0, 0,  0.78369,  0.30176,  0.94678,  0.50684
2391, 1346, -5.29324,  3.94251,  16.80323, 511, 1022, 0, 0,  0.77832,  0.30078,  0.94678,  0.50781
2392, 1349, -5.29324,  4.49132,  16.90456, 511, 2, 0, 0,  0.77783,  0.33154,  0.94238,  0.50732
2393, 1347, -5.29324,  4.49137,  17.00615, 511, 2, 0, 0,  0.7832,  0.33252,  0.94238,  0.50635
2394, 1350,  0.05048,  4.24724,  11.36998, 2, 1022, 513, 0,  0.09961,  0.40039,  0.85156,  0.53369
2395, 1351,  0.05048,  3.94251,  11.36998, 2, 1022, 513, 0,  0.09961,  0.38403,  0.84961,  0.53369
2396, 1352, -0.05116,  3.94256,  11.36998, 2, 1022, 513, 0,  0.1062,  0.38403,  0.84961,  0.5332
2397, 1350,  0.05048,  4.24724,  11.36998, 2, 1022, 513, 0,  0.09961,  0.40039,  0.85156,  0.53369
2398, 1352, -0.05116,  3.94256,  11.36998, 2, 1022, 513, 0,  0.1062,  0.38403,  0.84961,  0.5332
2399, 1353, -0.05116,  4.24724,  11.36998, 2, 1022, 513, 0,  0.1062,  0.40039,  0.85156,  0.53271
2400, 1354, -6.04524,  4.49132,  16.2555, 522, 930, 0, 0,  0.79248,  0.33179,  0.81641,  0.63184
2401, 1355, -5.9439,  3.94251,  16.2555, 522, 930, 0, 0,  0.79248,  0.2959,  0.81641,  0.62793
2402, 1356, -5.94369,  3.94251,  16.90482, 522, 930, 0, 0,  0.74902,  0.2959,  0.82129,  0.62793
2403, 1354, -6.04524,  4.49132,  16.2555, 522, 930, 0, 0,  0.79248,  0.33179,  0.81641,  0.63184
2404, 1356, -5.94369,  3.94251,  16.90482, 522, 930, 0, 0,  0.74902,  0.2959,  0.82129,  0.62793
2405, 1357, -6.04524,  4.49132,  17.00615, 522, 930, 0, 0,  0.74219,  0.33179,  0.82227,  0.63184
2406, 1358, -0.60001,  4.49137,  17.00628, 2, 930, 502, 0,  0.74121,  0.32642,  0.77344,  0.56543
2407, 1359, -0.60001,  3.94251,  16.90473, 2, 930, 502, 0,  0.74121,  0.29834,  0.77344,  0.56104
2408, 1360,  0.05112,  3.94251,  16.90473, 2, 930, 502, 0,  0.70752,  0.29834,  0.77832,  0.56104
2409, 1358, -0.60001,  4.49137,  17.00628, 2, 930, 502, 0,  0.74121,  0.32642,  0.77344,  0.56543
2410, 1360,  0.05112,  3.94251,  16.90473, 2, 930, 502, 0,  0.70752,  0.29834,  0.77832,  0.56104
2411, 1361,  0.15272,  4.49132,  17.00628, 2, 930, 502, 0,  0.70215,  0.32642,  0.77881,  0.56543
2412, 1362,  0.10144,  4.49137,  8.42776, 499, 918, 29, 0,  0.2915,  0.41309,  0.86523,  0.40503
2413, 1363,  0.10144,  4.49137,  12.28374, 509, 982, 0, 0,  0.04132,  0.41309,  0.83643,  0.40503
2414, 1364,  0.05048,  4.24724,  11.36998, 506, 950, 0, 0,  0.09961,  0.40039,  0.84326,  0.40332
2415, 1362,  0.10144,  4.49137,  8.42776, 499, 918, 29, 0,  0.2915,  0.41309,  0.86523,  0.40503
2416, 1364,  0.05048,  4.24724,  11.36998, 506, 950, 0, 0,  0.09961,  0.40039,  0.84326,  0.40332
2417, 1365,  0.05048,  4.24724,  8.42776, 499, 918, 29, 0,  0.2915,  0.40015,  0.86523,  0.40332
2418, 1366,  0.05056,  3.94251,  12.28392, 510, 994, 0, 0,  0.04132,  0.38428,  0.83643,  0.40112
2419, 1364,  0.05048,  4.24724,  11.36998, 506, 950, 0, 0,  0.09961,  0.40039,  0.84326,  0.40332
2420, 1363,  0.10144,  4.49137,  12.28374, 509, 982, 0, 0,  0.04132,  0.41309,  0.83643,  0.40503
2421, 1366,  0.05056,  3.94251,  12.28392, 510, 994, 0, 0,  0.04132,  0.38428,  0.83643,  0.40112
2422, 1367,  0.05048,  3.94251,  11.36998, 510, 994, 0, 0,  0.09961,  0.38403,  0.84326,  0.40088
2423, 1364,  0.05048,  4.24724,  11.36998, 506, 950, 0, 0,  0.09961,  0.40039,  0.84326,  0.40332
2424, 1368,  0.15272,  4.49132,  17.00628, 502, 930, 0, 0,  0.76465,  0.32739,  0.81787,  0.61133
2425, 1369,  0.05112,  3.94251,  16.90473, 502, 930, 0, 0,  0.75928,  0.29858,  0.81885,  0.60742
2426, 1370,  0.05104,  3.94251,  16.2555, 502, 930, 0, 0,  0.72461,  0.29858,  0.82373,  0.60742
2427, 1368,  0.15272,  4.49132,  17.00628, 502, 930, 0, 0,  0.76465,  0.32739,  0.81787,  0.61133
2428, 1370,  0.05104,  3.94251,  16.2555, 502, 930, 0, 0,  0.72461,  0.29858,  0.82373,  0.60742
2429, 1371,  0.15259,  4.49137,  16.2555, 502, 930, 0, 0,  0.72461,  0.32739,  0.82373,  0.61133
2430, 1372, -6.04524,  4.49132,  17.00615, 2, 930, 502, 0,  0.79834,  0.33325,  0.81787,  0.60352
2431, 1373, -5.94369,  3.94251,  16.90482, 2, 930, 502, 0,  0.7915,  0.29712,  0.81885,  0.59912
2432, 1374, -5.29324,  3.94251,  16.90482, 2, 930, 502, 0,  0.74805,  0.29712,  0.82373,  0.59912
2433, 1372, -6.04524,  4.49132,  17.00615, 2, 930, 502, 0,  0.79834,  0.33325,  0.81787,  0.60352
2434, 1374, -5.29324,  3.94251,  16.90482, 2, 930, 502, 0,  0.74805,  0.29712,  0.82373,  0.59912
2435, 1375, -5.29324,  4.49137,  17.00615, 2, 930, 502, 0,  0.74805,  0.33325,  0.82373,  0.60352
2436, 1376, -5.94421,  4.49132,  12.08484, 522, 930, 0, 0,  0.66357,  0.76025,  0.7832,  0.61621
2437, 1377, -5.84223,  3.94251,  12.08484, 529, 898, 14, 0,  0.66357,  0.72607,  0.7832,  0.61182
2438, 1378, -5.84223,  3.94251,  16.2555, 529, 898, 14, 0,  0.3916,  0.72607,  0.81445,  0.61182
2439, 1376, -5.94421,  4.49132,  12.08484, 522, 930, 0, 0,  0.66357,  0.76025,  0.7832,  0.61621
2440, 1378, -5.84223,  3.94251,  16.2555, 529, 898, 14, 0,  0.3916,  0.72607,  0.81445,  0.61182
2441, 1379, -5.94408,  4.49132,  16.2555, 522, 930, 0, 0,  0.3916,  0.76025,  0.81445,  0.61621
2442, 1380,  0.0513,  4.49137,  16.2555, 502, 930, 0, 0,  0.59424,  0.74463,  0.7832,  0.64453
2443, 1381, -0.0506,  3.94251,  16.2555, 503, 942, 987, 0,  0.59424,  0.71631,  0.7832,  0.64014
2444, 1382, -0.05103,  3.94256,  12.28392, 503, 942, 987, 0,  0.33521,  0.71631,  0.81299,  0.64014
2445, 1380,  0.0513,  4.49137,  16.2555, 502, 930, 0, 0,  0.59424,  0.74463,  0.7832,  0.64453
2446, 1382, -0.05103,  3.94256,  12.28392, 503, 942, 987, 0,  0.33521,  0.71631,  0.81299,  0.64014
2447, 1383,  0.05086,  4.49137,  12.28392, 502, 930, 0, 0,  0.33521,  0.74463,  0.81299,  0.64453
2448, 1384, -5.29324,  4.49132,  16.90456, 2, 930, 502, 0,  0.66016,  0.75684,  0.7832,  0.55908
2449, 1385, -5.29324,  3.94251,  16.80323, 2, 950, 506, 0,  0.66016,  0.72461,  0.7832,  0.55518
2450, 1386, -0.60001,  3.94251,  16.80319, 2, 950, 506, 0,  0.33569,  0.72461,  0.81836,  0.55518
2451, 1384, -5.29324,  4.49132,  16.90456, 2, 930, 502, 0,  0.66016,  0.75684,  0.7832,  0.55908
2452, 1386, -0.60001,  3.94251,  16.80319, 2, 950, 506, 0,  0.33569,  0.72461,  0.81836,  0.55518
2453, 1387, -0.60001,  4.49137,  16.90452, 2, 930, 502, 0,  0.33569,  0.75684,  0.81836,  0.55908
2454, 1388, -0.05116,  3.94256,  8.42776, 506, 950, 0, 0,  0.35938,  0.72461,  0.80518,  0.47217
2455, 1389, -0.05116,  4.24724,  8.42776, 511, 2, 0, 0,  0.35938,  0.74072,  0.80518,  0.47437
2456, 1390, -0.05116,  4.24724,  11.36998, 511, 2, 0, 0,  0.55322,  0.74072,  0.7832,  0.47437
2457, 1388, -0.05116,  3.94256,  8.42776, 506, 950, 0, 0,  0.35938,  0.72461,  0.80518,  0.47217
2458, 1390, -0.05116,  4.24724,  11.36998, 511, 2, 0, 0,  0.55322,  0.74072,  0.7832,  0.47437
2459, 1391, -0.05116,  3.94256,  11.36998, 506, 950, 0, 0,  0.55322,  0.72461,  0.7832,  0.47217
2460, 1392,  0.05086,  4.49137,  12.28392, 2, 1022, 511, 0,  0.1665,  0.36548,  0.8291,  0.52344
2461, 1393, -0.05103,  3.94256,  12.28392, 2, 1022, 511, 0,  0.16492,  0.40552,  0.83301,  0.52246
2462, 1394,  0.05056,  3.94251,  12.28392, 2, 1022, 511, 0,  0.17419,  0.4043,  0.83301,  0.52344
2463, 1392,  0.05086,  4.49137,  12.28392, 2, 1022, 511, 0,  0.1665,  0.36548,  0.8291,  0.52344
2464, 1394,  0.05056,  3.94251,  12.28392, 2, 1022, 511, 0,  0.17419,  0.4043,  0.83301,  0.52344
2465, 1395,  0.10144,  4.49137,  12.28374, 2, 1022, 511, 0,  0.17114,  0.36499,  0.8291,  0.52344
2466, 1396, -0.60001,  4.49137,  16.90452, 513, 2, 0, 0,  0.74561,  0.29346,  0.93896,  0.50732
2467, 1397, -0.60001,  3.94251,  16.80319, 513, 2, 0, 0,  0.74463,  0.33276,  0.93457,  0.50781
2468, 1398, -0.60001,  3.94251,  16.90473, 513, 2, 0, 0,  0.75146,  0.33179,  0.93457,  0.50684
2469, 1396, -0.60001,  4.49137,  16.90452, 513, 2, 0, 0,  0.74561,  0.29346,  0.93896,  0.50732
2470, 1398, -0.60001,  3.94251,  16.90473, 513, 2, 0, 0,  0.75146,  0.33179,  0.93457,  0.50684
2471, 1399, -0.60001,  4.49137,  17.00628, 513, 2, 0, 0,  0.75293,  0.29224,  0.93896,  0.50635
2472, 1400, -6.04524,  4.49132,  16.2555, 2, 2, 513, 0,  0.75146,  0.2998,  0.85352,  0.51709
2473, 1401, -5.94408,  4.49132,  16.2555, 2, 2, 513, 0,  0.74609,  0.30078,  0.85352,  0.51807
2474, 1402, -5.84223,  3.94251,  16.2555, 2, 1022, 513, 0,  0.74512,  0.33154,  0.84912,  0.51855
2475, 1400, -6.04524,  4.49132,  16.2555, 2, 2, 513, 0,  0.75146,  0.2998,  0.85352,  0.51709
2476, 1402, -5.84223,  3.94251,  16.2555, 2, 1022, 513, 0,  0.74512,  0.33154,  0.84912,  0.51855
2477, 1403, -5.9439,  3.94251,  16.2555, 1022, 1022, 513, 0,  0.75049,  0.33057,  0.84961,  0.51758
2478, 1404, -5.29324,  4.49132,  16.90456, 1022, 511, 0, 0,  0.58301,  0.79785,  0.82373,  0.58447
2479, 1405, -6.04524,  4.49132,  16.90456, 1022, 511, 0, 0,  0.63574,  0.79785,  0.81787,  0.58447
2480, 1406, -6.04524,  4.49132,  17.00615, 1022, 511, 0, 0,  0.63574,  0.79004,  0.81787,  0.5835
2481, 1404, -5.29324,  4.49132,  16.90456, 1022, 511, 0, 0,  0.58301,  0.79785,  0.82373,  0.58447
2482, 1406, -6.04524,  4.49132,  17.00615, 1022, 511, 0, 0,  0.63574,  0.79004,  0.81787,  0.5835
2483, 1407, -5.29324,  4.49137,  17.00615, 1022, 511, 0, 0,  0.58301,  0.79004,  0.82373,  0.5835
2484, 1408,  0.15272,  4.49137,  16.90452, 2, 511, 0, 0,  0.56104,  0.79785,  0.77881,  0.55762
2485, 1409, -0.60001,  4.49137,  16.90452, 2, 511, 0, 0,  0.61377,  0.79785,  0.77344,  0.55762
2486, 1410, -0.60001,  4.49137,  17.00628, 2, 511, 0, 0,  0.61377,  0.79004,  0.77344,  0.55664
2487, 1408,  0.15272,  4.49137,  16.90452, 2, 511, 0, 0,  0.56104,  0.79785,  0.77881,  0.55762
2488, 1410, -0.60001,  4.49137,  17.00628, 2, 511, 0, 0,  0.61377,  0.79004,  0.77344,  0.55664
2489, 1411,  0.15272,  4.49132,  17.00628, 2, 511, 0, 0,  0.56104,  0.79004,  0.77881,  0.55664
2490, 1412, -0.09629,  3.7446,  9.20733, 511, 2, 0, 0,  0.5752,  0.78467,  0.79932,  0.47046
2491, 1413, -0.09629,  3.79017,  11.36998, 506, 950, 0, 0,  0.427,  0.78711,  0.7832,  0.47095
2492, 1414, -0.09629,  1.20002,  11.36998, 511, 2, 0, 0,  0.427,  0.66748,  0.7832,  0.45142
2493, 1412, -0.09629,  3.7446,  9.20733, 511, 2, 0, 0,  0.5752,  0.78467,  0.79932,  0.47046
2494, 1414, -0.09629,  1.20002,  11.36998, 511, 2, 0, 0,  0.427,  0.66748,  0.7832,  0.45142
2495, 1415, -0.09629,  1.20002,  9.20725, 511, 2, 0, 0,  0.5752,  0.66748,  0.79932,  0.45142
2496, 1412, -0.09629,  3.7446,  9.20733, 511, 2, 0, 0,  0.5752,  0.78467,  0.79932,  0.47046
2497, 1416, -0.09629,  3.79017,  8.42776, 506, 950, 0, 0,  0.62891,  0.78711,  0.80518,  0.47095
2498, 1413, -0.09629,  3.79017,  11.36998, 506, 950, 0, 0,  0.427,  0.78711,  0.7832,  0.47095
2499, 1412, -0.09629,  3.7446,  9.20733, 511, 2, 0, 0,  0.5752,  0.78467,  0.79932,  0.47046
2500, 1417, -0.09629,  3.7446,  8.42776, 511, 2, 0, 0,  0.62891,  0.78467,  0.80518,  0.47046
2501, 1416, -0.09629,  3.79017,  8.42776, 506, 950, 0, 0,  0.62891,  0.78711,  0.80518,  0.47095
2502, 1418,  0.05048,  4.24724,  8.42776, 1022, 513, 0, 0,  0.04324,  0.42261,  0.72754,  0.65283
2503, 1419,  0.05048,  4.24724,  11.36998, 1022, 513, 0, 0,  0.25586,  0.42261,  0.70557,  0.65283
2504, 1420, -0.05116,  4.24724,  11.36998, 1022, 513, 0, 0,  0.25586,  0.41504,  0.70557,  0.65186
2505, 1418,  0.05048,  4.24724,  8.42776, 1022, 513, 0, 0,  0.04324,  0.42261,  0.72754,  0.65283
2506, 1420, -0.05116,  4.24724,  11.36998, 1022, 513, 0, 0,  0.25586,  0.41504,  0.70557,  0.65186
2507, 1421, -0.05116,  4.24724,  8.42776, 1022, 513, 0, 0,  0.04324,  0.41504,  0.72754,  0.65186
2508, 1422, -3.50947,  3.01042,  16.78797, 2, 2, 511, 0,  0.53564,  0.76416,  0.79639,  0.54785
2509, 1423, -5.29324,  3.79017,  16.78702, 1022, 998, 510, 0,  0.6582,  0.80615,  0.7832,  0.55371
2510, 1424, -5.29324,  1.20002,  16.78702, 1022, 1022, 511, 0,  0.65869,  0.66797,  0.7832,  0.53467
2511, 1422, -3.50947,  3.01042,  16.78797, 2, 2, 511, 0,  0.53564,  0.76416,  0.79639,  0.54785
2512, 1424, -5.29324,  1.20002,  16.78702, 1022, 1022, 511, 0,  0.65869,  0.66797,  0.7832,  0.53467
2513, 1425, -3.50847,  1.41159,  16.78702, 1022, 1022, 511, 0,  0.53564,  0.67871,  0.79639,  0.53613
2514, 1423, -5.29324,  3.79017,  16.78702, 1022, 998, 510, 0,  0.6582,  0.80615,  0.7832,  0.55371
2515, 1422, -3.50947,  3.01042,  16.78797, 2, 2, 511, 0,  0.53564,  0.76416,  0.79639,  0.54785
2516, 1426, -3.39577,  3.26358,  16.78702, 2, 2, 511, 0,  0.52783,  0.77783,  0.79736,  0.5498
2517, 1423, -5.29324,  3.79017,  16.78702, 1022, 998, 510, 0,  0.6582,  0.80615,  0.7832,  0.55371
2518, 1426, -3.39577,  3.26358,  16.78702, 2, 2, 511, 0,  0.52783,  0.77783,  0.79736,  0.5498
2519, 1427, -3.20599,  3.4534,  16.78702, 2, 1022, 511, 0,  0.51465,  0.78809,  0.79883,  0.55127
2520, 1424, -5.29324,  1.20002,  16.78702, 1022, 1022, 511, 0,  0.65869,  0.66797,  0.7832,  0.53467
2521, 1428, -2.14831,  1.41159,  16.78702, 1022, 2, 511, 0,  0.44214,  0.67871,  0.80664,  0.53613
2522, 1425, -3.50847,  1.41159,  16.78702, 1022, 1022, 511, 0,  0.53564,  0.67871,  0.79639,  0.53613
2523, 1424, -5.29324,  1.20002,  16.78702, 1022, 1022, 511, 0,  0.65869,  0.66797,  0.7832,  0.53467
2524, 1429, -0.60001,  1.20002,  16.78702, 1022, 1022, 511, 0,  0.33545,  0.66748,  0.81836,  0.53467
2525, 1428, -2.14831,  1.41159,  16.78702, 1022, 2, 511, 0,  0.44214,  0.67871,  0.80664,  0.53613
2526, 1429, -0.60001,  1.20002,  16.78702, 1022, 1022, 511, 0,  0.33545,  0.66748,  0.81836,  0.53467
2527, 1430, -2.14931,  3.01042,  16.78702, 1022, 1022, 511, 0,  0.44214,  0.76416,  0.80664,  0.54785
2528, 1428, -2.14831,  1.41159,  16.78702, 1022, 2, 511, 0,  0.44214,  0.67871,  0.80664,  0.53613
2529, 1429, -0.60001,  1.20002,  16.78702, 1022, 1022, 511, 0,  0.33545,  0.66748,  0.81836,  0.53467
2530, 1431, -0.60001,  3.79017,  16.78702, 2, 998, 510, 0,  0.33545,  0.80566,  0.81836,  0.55371
2531, 1430, -2.14931,  3.01042,  16.78702, 1022, 1022, 511, 0,  0.44214,  0.76416,  0.80664,  0.54785
2532, 1432, -2.96697,  3.55889,  16.78702, 2, 1022, 511, 0,  0.49829,  0.79346,  0.80029,  0.55225
2533, 1431, -0.60001,  3.79017,  16.78702, 2, 998, 510, 0,  0.33545,  0.80566,  0.81836,  0.55371
2534, 1423, -5.29324,  3.79017,  16.78702, 1022, 998, 510, 0,  0.6582,  0.80615,  0.7832,  0.55371
2535, 1423, -5.29324,  3.79017,  16.78702, 1022, 998, 510, 0,  0.6582,  0.80615,  0.7832,  0.55371
2536, 1427, -3.20599,  3.4534,  16.78702, 2, 1022, 511, 0,  0.51465,  0.78809,  0.79883,  0.55127
2537, 1432, -2.96697,  3.55889,  16.78702, 2, 1022, 511, 0,  0.49829,  0.79346,  0.80029,  0.55225
2538, 1432, -2.96697,  3.55889,  16.78702, 2, 1022, 511, 0,  0.49829,  0.79346,  0.80029,  0.55225
2539, 1433, -2.68571,  3.55889,  16.78702, 2, 1022, 511, 0,  0.479,  0.79346,  0.80273,  0.55225
2540, 1431, -0.60001,  3.79017,  16.78702, 2, 998, 510, 0,  0.33545,  0.80566,  0.81836,  0.55371
2541, 1431, -0.60001,  3.79017,  16.78702, 2, 998, 510, 0,  0.33545,  0.80566,  0.81836,  0.55371
2542, 1434, -2.25665,  3.26358,  16.78702, 1022, 1022, 511, 0,  0.44946,  0.77783,  0.80566,  0.5498
2543, 1430, -2.14931,  3.01042,  16.78702, 1022, 1022, 511, 0,  0.44214,  0.76416,  0.80664,  0.54785
2544, 1431, -0.60001,  3.79017,  16.78702, 2, 998, 510, 0,  0.33545,  0.80566,  0.81836,  0.55371
